Distributor ID,Distributor Name,Industry,Headquarters City,Coverage Area,Founded Year,Market Reach Score (%),Network Strength Score (%),Reliability Score (%),Growth Rate Score (%),Market Share Estimate (%),Success Rate (%),Pros,Cons,Overall Performance Score (%),Website,Contact Email,Data Confidence Score (%),Notes
IND-DIST-1096,M.Tech Solutions,Electronics / IT,Hyderabad,National,2001,91,98,98,78,3.25,75,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",89.8,www.m.techsolutions.in,contact@m.techsolutions.com,89,Key player in current market analysis.
IND-DIST-1097,DigiCare,Electronics / IT,Hyderabad,National,1981,93,99,94,93,4.01,92,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",94.55,www.digicare.in,contact@digicare.com,89,Key player in current market analysis.
IND-DIST-1098,V-Guard Industries,Electronics / IT,Delhi,National,2004,98,78,91,73,12.63,91,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",86.8,www.v-guardindustries.in,contact@v-guardindustries.com,94,Key player in current market analysis.
IND-DIST-1099,Havells India,Electronics / IT,Chennai,National,2015,88,74,84,73,5.43,70,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",78.75,www.havellsindia.in,contact@havellsindia.com,90,Key player in current market analysis.
IND-DIST-1100,Bajaj Electricals,Electronics / IT,Kolkata,National,1981,90,87,92,82,4.24,80,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",86.95,www.bajajelectricals.in,contact@bajajelectricals.com,92,Key player in current market analysis.
IND-DIST-1101,Crompton Greaves Consumer Electricals,Electronics / IT,Ahmedabad,International,2004,92,79,98,82,7.38,95,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",88.9,www.cromptongreavesconsumerelectricals.in,contact@cromptongreavesconsumerelectricals.com,86,Key player in current market analysis.
IND-DIST-1102,Blue Star,Electronics / IT,Ahmedabad,International,2006,70,99,78,90,6.61,94,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",85.45,www.bluestar.in,contact@bluestar.com,94,Key player in current market analysis.
IND-DIST-1103,Voltas,Electronics / IT,Kolkata,International,1988,92,93,94,69,11.36,95,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",89.65,www.voltas.in,contact@voltas.com,94,Key player in current market analysis.
IND-DIST-1104,Dixon Technologies,Electronics / IT,Noida,Regional,2016,74,75,96,69,12.63,89,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",80.15,www.dixontechnologies.in,contact@dixontechnologies.com,90,Key player in current market analysis.
IND-DIST-1105,Amber Enterprises,Electronics / IT,Lucknow,National,1998,84,85,82,84,10.84,77,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",82.8,www.amberenterprises.in,contact@amberenterprises.com,95,Key player in current market analysis.
IND-DIST-1106,Symphony Limited,Electronics / IT,Kolkata,National,1975,91,97,91,67,13.13,96,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",89.65,www.symphonylimited.in,contact@symphonylimited.com,91,Key player in current market analysis.
IND-DIST-1107,Orient Electric,Electronics / IT,Hyderabad,National,2016,77,97,85,72,8.51,96,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",85.7,www.orientelectric.in,contact@orientelectric.com,85,Key player in current market analysis.
IND-DIST-1108,Polycab India,Electronics / IT,Chennai,International,2017,71,73,78,69,8.71,88,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",75.15,www.polycabindia.in,contact@polycabindia.com,93,Key player in current market analysis.
IND-DIST-1109,Finolex Cables,Electronics / IT,Ahmedabad,Regional,1976,70,93,91,93,12.69,90,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",86.4,www.finolexcables.in,contact@finolexcables.com,94,Key player in current market analysis.
IND-DIST-1110,Delhivery,Logistics,Hyderabad,Regional,1998,75,79,82,77,14.43,90,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",79.95,www.delhivery.in,contact@delhivery.com,86,Key player in current market analysis.
IND-DIST-1111,Blue Dart Express,Logistics,Lucknow,International,1999,88,84,92,69,12.53,82,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",84.05,www.bluedartexpress.in,contact@bluedartexpress.com,87,Key player in current market analysis.
IND-DIST-1112,Gati Ltd,Logistics,Noida,Regional,2006,75,96,98,89,8.03,70,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",86.2,www.gatiltd.in,contact@gatiltd.com,97,Key player in current market analysis.
IND-DIST-1113,TCI Express,Logistics,Delhi,Regional,1974,73,93,84,76,1.69,86,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",82.6,www.tciexpress.in,contact@tciexpress.com,93,Key player in current market analysis.
IND-DIST-1114,Safexpress,Logistics,Gurugram,Regional,2008,76,97,77,83,13.46,70,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",81.6,www.safexpress.in,contact@safexpress.com,93,Key player in current market analysis.
IND-DIST-1115,DHL Express India,Logistics,Lucknow,National,2005,90,87,88,74,13.18,73,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",83.9,www.dhlexpressindia.in,contact@dhlexpressindia.com,89,Key player in current market analysis.
IND-DIST-1116,FedEx India,Logistics,Lucknow,National,1982,81,92,86,66,6.43,93,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",84.3,www.fedexindia.in,contact@fedexindia.com,92,Key player in current market analysis.
IND-DIST-1117,DTDC Express,Logistics,Hyderabad,National,1974,87,85,90,69,13.73,82,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",83.65,www.dtdcexpress.in,contact@dtdcexpress.com,88,Key player in current market analysis.
IND-DIST-1118,Ecom Express,Logistics,Kochi,National,2004,80,87,82,67,2.95,94,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",82.3,www.ecomexpress.in,contact@ecomexpress.com,92,Key player in current market analysis.
IND-DIST-1119,Shadowfax,Logistics,Ahmedabad,Regional,1993,77,96,98,91,8.54,76,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",87.9,www.shadowfax.in,contact@shadowfax.com,95,Key player in current market analysis.
IND-DIST-1120,Rivigo,Logistics,Delhi,National,2009,77,71,96,91,13.18,73,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",80.8,www.rivigo.in,contact@rivigo.com,95,Key player in current market analysis.
IND-DIST-1121,XpressBees,Logistics,Delhi,Regional,1972,82,78,98,80,4.07,81,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",83.75,www.xpressbees.in,contact@xpressbees.com,97,Key player in current market analysis.
IND-DIST-1122,Mahindra Logistics,Logistics,Kolkata,National,2010,88,71,98,70,7.07,95,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",84.1,www.mahindralogistics.in,contact@mahindralogistics.com,95,Key player in current market analysis.
IND-DIST-1123,Container Corporation of India (CONCOR),Logistics,Gurugram,National,2003,84,97,98,68,8.09,82,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",87.35,www.containercorporationofindia(concor).in,contact@containercorporationofindia(concor).com,90,Key player in current market analysis.
IND-DIST-1124,Allcargo Logistics,Logistics,Noida,Regional,1973,96,94,82,83,5.27,92,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",90.15,www.allcargologistics.in,contact@allcargologistics.com,95,Key player in current market analysis.
IND-DIST-1125,Transport Corporation of India (TCI),Logistics,Chennai,Regional,1973,97,74,95,93,14.23,78,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",87.4,www.transportcorporationofindia(tci).in,contact@transportcorporationofindia(tci).com,95,Key player in current market analysis.
IND-DIST-1126,VRL Logistics,Logistics,Kochi,National,1973,92,94,78,81,4.77,95,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",88.5,www.vrllogistics.in,contact@vrllogistics.com,88,Key player in current market analysis.
IND-DIST-1127,Agility Logistics,Logistics,Pune,Regional,1980,88,86,79,76,2.65,87,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",83.75,www.agilitylogistics.in,contact@agilitylogistics.com,96,Key player in current market analysis.
IND-DIST-1128,Kuehne + Nagel India,Logistics,Gurugram,Regional,2009,77,92,91,71,6.07,83,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",83.55,www.kuehne+nagelindia.in,contact@kuehne+nagelindia.com,95,Key player in current market analysis.
IND-DIST-1129,DB Schenker India,Logistics,Kolkata,National,1987,85,71,75,83,5.97,72,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",77.25,www.dbschenkerindia.in,contact@dbschenkerindia.com,97,Key player in current market analysis.
IND-DIST-1130,CEVA Logistics India,Logistics,Kolkata,Regional,1983,80,95,90,78,10.14,86,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",86.35,www.cevalogisticsindia.in,contact@cevalogisticsindia.com,91,Key player in current market analysis.
IND-DIST-1131,Bolloré Logistics India,Logistics,Kolkata,National,1987,89,88,95,71,8.69,90,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",87.4,www.bollorélogisticsindia.in,contact@bollorélogisticsindia.com,91,Key player in current market analysis.
IND-DIST-1132,Maersk India,Logistics,Mumbai,Regional,2004,71,92,92,66,9.9,86,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",81.95,www.maerskindia.in,contact@maerskindia.com,90,Key player in current market analysis.
IND-DIST-1133,CMA CGM India,Logistics,Lucknow,National,2016,75,85,79,90,7.4,91,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",82.95,www.cmacgmindia.in,contact@cmacgmindia.com,94,Key player in current market analysis.
IND-DIST-1134,MSC India,Logistics,Mumbai,National,1987,80,91,81,75,8.01,70,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",80.7,www.mscindia.in,contact@mscindia.com,87,Key player in current market analysis.
IND-DIST-1135,Reliance Retail,Retail,Kolkata,Regional,1977,73,81,83,83,4.21,78,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",79.25,www.relianceretail.in,contact@relianceretail.com,95,Key player in current market analysis.
IND-DIST-1136,Future Retail,Retail,Ahmedabad,National,2014,93,77,78,79,7.76,84,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",82.55,www.futureretail.in,contact@futureretail.com,97,Key player in current market analysis.
IND-DIST-1137,Aditya Birla Fashion and Retail,Retail,Kochi,National,2014,85,84,81,89,3.76,75,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",83.05,www.adityabirlafashionandretail.in,contact@adityabirlafashionandretail.com,95,Key player in current market analysis.
IND-DIST-1138,Trent (Tata Group),Retail,Hyderabad,Regional,1978,95,85,97,91,6.68,85,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",90.8,www.trent(tatagroup).in,contact@trent(tatagroup).com,94,Key player in current market analysis.
IND-DIST-1139,Shoppers Stop,Retail,Hyderabad,Regional,1993,82,73,86,80,7.61,81,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",80.1,www.shoppersstop.in,contact@shoppersstop.com,95,Key player in current market analysis.
IND-DIST-1140,Avenue Supermarts (DMart),Retail,Mumbai,National,1990,92,74,84,82,5.04,77,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",82.15,www.avenuesupermarts(dmart).in,contact@avenuesupermarts(dmart).com,94,Key player in current market analysis.
IND-DIST-1141,Spencer's Retail,Retail,Kochi,National,2005,85,79,77,93,1.26,83,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",82.8,www.spencer'sretail.in,contact@spencer'sretail.com,87,Key player in current market analysis.
IND-DIST-1142,V-Mart Retail,Retail,Kolkata,International,1997,70,85,79,68,14.5,92,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",78.55,www.v-martretail.in,contact@v-martretail.com,85,Key player in current market analysis.
IND-DIST-1143,More Retail,Retail,Lucknow,International,1995,95,89,83,86,7.48,91,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",89.15,www.moreretail.in,contact@moreretail.com,94,Key player in current market analysis.
IND-DIST-1144,Big Bazaar (via Reliance/Amazon),Retail,Lucknow,National,1999,78,73,81,79,8.1,76,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",77.2,www.bigbazaar(viareliance/amazon).in,contact@bigbazaar(viareliance/amazon).com,88,Key player in current market analysis.
IND-DIST-1145,Metro Cash & Carry India,Retail,Pune,National,1988,98,94,78,87,10.58,82,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",88.95,www.metrocashandcarryindia.in,contact@metrocashandcarryindia.com,92,Key player in current market analysis.
IND-DIST-1146,LOTS Wholesale Solutions,Retail,Noida,National,1979,97,93,78,65,7.76,79,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",84.7,www.lotswholesalesolutions.in,contact@lotswholesalesolutions.com,94,Key player in current market analysis.
IND-DIST-1147,Walmart India (Flipkart Wholesale),Retail,Ahmedabad,Regional,1985,91,74,98,86,12.05,74,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",84.85,www.walmartindia(flipkartwholesale).in,contact@walmartindia(flipkartwholesale).com,90,Key player in current market analysis.
IND-DIST-1148,Spencer's Retail,Retail,Gurugram,National,2000,79,87,75,71,1.47,78,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",78.85,www.spencer'sretail.in,contact@spencer'sretail.com,94,Key player in current market analysis.
IND-DIST-1149,Westside,Retail,Gurugram,National,1984,96,82,79,70,7.33,75,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",82.05,www.westside.in,contact@westside.com,86,Key player in current market analysis.
IND-DIST-1150,Pantaloons,Retail,Ahmedabad,Regional,2015,78,78,91,67,7.87,79,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",79.1,www.pantaloons.in,contact@pantaloons.com,92,Key player in current market analysis.
IND-DIST-1151,Max Fashion,Retail,Pune,Regional,1976,74,90,93,85,7.02,72,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",83.15,www.maxfashion.in,contact@maxfashion.com,92,Key player in current market analysis.
IND-DIST-1152,Lifestyle International,Retail,Kochi,Regional,1976,96,78,98,72,13.03,86,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",86.8,www.lifestyleinternational.in,contact@lifestyleinternational.com,91,Key player in current market analysis.
IND-DIST-1153,Raymond,Retail,Lucknow,Regional,2009,97,77,85,83,5.92,81,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",85.1,www.raymond.in,contact@raymond.com,97,Key player in current market analysis.
IND-DIST-1154,Fabindia,Retail,Pune,National,1991,98,97,77,65,5.62,75,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",85.15,www.fabindia.in,contact@fabindia.com,89,Key player in current market analysis.
IND-DIST-1155,Biba,Retail,Bengaluru,International,2007,87,99,86,78,4.84,70,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",85.9,www.biba.in,contact@biba.com,97,Key player in current market analysis.
IND-DIST-1156,Manyavar (Vedant Fashions),Retail,Kochi,International,2014,96,80,99,69,3.52,71,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",84.8,www.manyavar(vedantfashions).in,contact@manyavar(vedantfashions).com,92,Key player in current market analysis.
IND-DIST-1157,Titan Company,Retail,Mumbai,National,2011,79,87,92,86,3.92,77,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",84.35,www.titancompany.in,contact@titancompany.com,92,Key player in current market analysis.
IND-DIST-1158,Kalyan Jewellers,Retail,Chennai,National,1996,84,92,82,70,9.88,93,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",84.85,www.kalyanjewellers.in,contact@kalyanjewellers.com,96,Key player in current market analysis.
IND-DIST-1159,Malabar Gold & Diamonds,Retail,Kolkata,National,1980,86,72,75,91,14.94,72,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",78.95,www.malabargoldanddiamonds.in,contact@malabargoldanddiamonds.com,88,Key player in current market analysis.
IND-DIST-1160,Film Solutions Group 1,Film,Gurugram,Regional,2011,77,99,97,67,8.87,87,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",86.5,www.filmsolutionsgroup1.in,contact@filmsolutionsgroup1.com,92,Key player in current market analysis.
IND-DIST-1161,FMCG Solutions Group 2,FMCG,Gurugram,National,1975,93,81,92,89,7.22,82,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",87.55,www.fmcgsolutionsgroup2.in,contact@fmcgsolutionsgroup2.com,89,Key player in current market analysis.
IND-DIST-1162,Pharma Solutions Group 3,Pharma,Kochi,National,2011,90,78,84,66,5.56,75,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",79.95,www.pharmasolutionsgroup3.in,contact@pharmasolutionsgroup3.com,85,Key player in current market analysis.
IND-DIST-1163,Electronics / IT Solutions Group 4,Electronics / IT,Delhi,International,2008,72,90,76,72,12.48,93,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",80.45,www.electronics/itsolutionsgroup4.in,contact@electronics/itsolutionsgroup4.com,86,Key player in current market analysis.
IND-DIST-1164,Logistics Solutions Group 5,Logistics,Lucknow,Regional,1982,83,75,88,92,8.66,74,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",82.0,www.logisticssolutionsgroup5.in,contact@logisticssolutionsgroup5.com,92,Key player in current market analysis.
IND-DIST-1165,Retail Solutions Group 6,Retail,Delhi,International,1983,94,80,93,73,11.14,78,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",84.75,www.retailsolutionsgroup6.in,contact@retailsolutionsgroup6.com,92,Key player in current market analysis.
IND-DIST-1166,Film Solutions Group 7,Film,Kolkata,International,1991,92,72,93,76,13.16,87,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",84.05,www.filmsolutionsgroup7.in,contact@filmsolutionsgroup7.com,86,Key player in current market analysis.
IND-DIST-1167,FMCG Solutions Group 8,FMCG,Gurugram,National,2015,95,92,91,89,4.99,87,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",91.35,www.fmcgsolutionsgroup8.in,contact@fmcgsolutionsgroup8.com,89,Key player in current market analysis.
IND-DIST-1168,Pharma Solutions Group 9,Pharma,Kolkata,National,1997,85,99,91,85,11.17,92,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",90.75,www.pharmasolutionsgroup9.in,contact@pharmasolutionsgroup9.com,91,Key player in current market analysis.
IND-DIST-1169,Electronics / IT Solutions Group 10,Electronics / IT,Pune,International,1986,75,86,88,65,1.36,74,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",78.7,www.electronics/itsolutionsgroup10.in,contact@electronics/itsolutionsgroup10.com,90,Key player in current market analysis.
IND-DIST-1170,Logistics Solutions Group 11,Logistics,Noida,International,1985,71,81,89,79,13.82,96,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",82.05,www.logisticssolutionsgroup11.in,contact@logisticssolutionsgroup11.com,86,Key player in current market analysis.
IND-DIST-1171,Retail Solutions Group 12,Retail,Bengaluru,International,1976,71,92,89,71,13.6,93,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",83.15,www.retailsolutionsgroup12.in,contact@retailsolutionsgroup12.com,95,Key player in current market analysis.
IND-DIST-1172,Film Solutions Group 13,Film,Kolkata,International,1978,88,93,96,68,1.44,91,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",88.3,www.filmsolutionsgroup13.in,contact@filmsolutionsgroup13.com,93,Key player in current market analysis.
IND-DIST-1173,FMCG Solutions Group 14,FMCG,Noida,International,1974,74,91,94,86,9.97,87,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",86.0,www.fmcgsolutionsgroup14.in,contact@fmcgsolutionsgroup14.com,90,Key player in current market analysis.
IND-DIST-1174,Pharma Solutions Group 15,Pharma,Mumbai,National,2015,98,91,89,74,1.19,77,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",87.7,www.pharmasolutionsgroup15.in,contact@pharmasolutionsgroup15.com,87,Key player in current market analysis.
IND-DIST-1175,Electronics / IT Solutions Group 16,Electronics / IT,Kolkata,National,2007,83,73,94,90,3.31,77,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",82.85,www.electronics/itsolutionsgroup16.in,contact@electronics/itsolutionsgroup16.com,97,Key player in current market analysis.
IND-DIST-1176,Logistics Solutions Group 17,Logistics,Kolkata,National,1970,89,86,98,66,3.76,74,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",84.35,www.logisticssolutionsgroup17.in,contact@logisticssolutionsgroup17.com,90,Key player in current market analysis.
IND-DIST-1177,Retail Solutions Group 18,Retail,Chennai,Regional,1980,84,81,94,74,12.45,85,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",83.9,www.retailsolutionsgroup18.in,contact@retailsolutionsgroup18.com,90,Key player in current market analysis.
IND-DIST-1178,Film Solutions Group 19,Film,Noida,National,1976,97,85,87,94,13.75,89,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",90.35,www.filmsolutionsgroup19.in,contact@filmsolutionsgroup19.com,86,Key player in current market analysis.
IND-DIST-1179,FMCG Solutions Group 20,FMCG,Lucknow,National,1983,97,98,91,87,9.49,78,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",91.7,www.fmcgsolutionsgroup20.in,contact@fmcgsolutionsgroup20.com,89,Key player in current market analysis.
IND-DIST-1180,Pharma Solutions Group 21,Pharma,Noida,Regional,2010,94,80,91,77,10.64,83,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",85.7,www.pharmasolutionsgroup21.in,contact@pharmasolutionsgroup21.com,86,Key player in current market analysis.
IND-DIST-1181,Electronics / IT Solutions Group 22,Electronics / IT,Kochi,International,2007,98,89,96,67,6.69,91,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",89.65,www.electronics/itsolutionsgroup22.in,contact@electronics/itsolutionsgroup22.com,94,Key player in current market analysis.
IND-DIST-1182,Logistics Solutions Group 23,Logistics,Pune,International,1993,82,85,81,78,13.96,89,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",83.0,www.logisticssolutionsgroup23.in,contact@logisticssolutionsgroup23.com,93,Key player in current market analysis.
IND-DIST-1183,Retail Solutions Group 24,Retail,Pune,National,1974,87,78,75,86,6.92,87,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",82.2,www.retailsolutionsgroup24.in,contact@retailsolutionsgroup24.com,92,Key player in current market analysis.
IND-DIST-1184,Film Solutions Group 25,Film,Lucknow,National,2005,93,73,84,76,3.26,85,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",82.45,www.filmsolutionsgroup25.in,contact@filmsolutionsgroup25.com,90,Key player in current market analysis.
IND-DIST-1185,FMCG Solutions Group 26,FMCG,Chennai,National,1987,86,93,76,86,9.51,90,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",86.35,www.fmcgsolutionsgroup26.in,contact@fmcgsolutionsgroup26.com,87,Key player in current market analysis.
IND-DIST-1186,Pharma Solutions Group 27,Pharma,Pune,International,1990,80,91,99,83,14.37,80,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",87.0,www.pharmasolutionsgroup27.in,contact@pharmasolutionsgroup27.com,91,Key player in current market analysis.
IND-DIST-1187,Electronics / IT Solutions Group 28,Electronics / IT,Pune,Regional,1995,96,98,86,71,8.35,81,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",88.5,www.electronics/itsolutionsgroup28.in,contact@electronics/itsolutionsgroup28.com,95,Key player in current market analysis.
IND-DIST-1188,Logistics Solutions Group 29,Logistics,Kochi,National,1988,87,97,81,82,7.73,95,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",88.75,www.logisticssolutionsgroup29.in,contact@logisticssolutionsgroup29.com,93,Key player in current market analysis.
IND-DIST-1189,Retail Solutions Group 30,Retail,Ahmedabad,National,1973,78,81,95,75,6.19,93,"• Strong regional network
• Efficient supply chain
• High digital adoption","• High operational costs
• Strict credit terms
• Regional dependency",83.95,www.retailsolutionsgroup30.in,contact@retailsolutionsgroup30.com,85,Key player in current market analysis.
